,row_id,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,correct_answer,part,tags,tag,type_of
2817,2817,4644190059,24418,10653,0,854,1,1,13000.0,True,1.0,1,131 101 81,,
2818,2818,4644219875,24418,153,0,855,0,1,8000.0,True,0.0,1,10 178 38,,
2819,2819,4644263768,24418,7967,0,856,2,1,23000.0,True,2.0,1,131 13 92,,
2820,2820,4644318422,24418,7935,0,857,1,0,25000.0,True,3.0,1,10 94 92,,
2821,2821,4644356779,24418,8317,1,858,-1,-1,0.0,False,,1,,94.0,concept
2822,2822,4644379607,24418,7935,0,859,3,1,22000.0,True,3.0,1,10 94 92,,
2823,2823,4644414253,24418,76,0,860,3,1,17000.0,True,3.0,1,10 94 92,,
2824,2824,4645268348,24418,4419,0,861,1,1,23000.0,True,1.0,5,44,,
2825,2825,4645284637,24418,3698,0,862,3,1,14000.0,True,3.0,5,125,,
2826,2826,4645337952,24418,6123,0,863,3,1,7000.0,True,3.0,5,7,,
2827,2827,4645357287,24418,7994,0,864,1,1,44000.0,True,1.0,5,109,,
2828,2828,4645375227,24418,5758,0,865,2,1,12000.0,True,2.0,5,8,,
2829,2829,4645408387,24418,9258,0,866,0,0,7000.0,True,1.0,5,147,,
2830,2830,4645452854,24418,4074,0,867,3,1,15000.0,True,3.0,5,179,,
2831,2831,4645489648,24418,9965,0,868,1,0,30000.0,True,0.0,5,1,,
2832,2832,4645529231,24418,4976,0,869,3,1,19000.0,True,3.0,5,179,,
2833,2833,4645557353,24418,6652,0,870,1,1,22000.0,True,1.0,5,53,,
2834,2834,4645593255,24418,4142,0,871,1,1,19000.0,True,1.0,5,43,,
2835,2835,4645626838,24418,9540,0,872,0,0,24000.0,True,3.0,5,73,,
2836,2836,4645640832,24418,4841,0,873,3,1,23000.0,True,3.0,5,125,,
2837,2837,4645674431,24418,3761,0,874,2,1,5000.0,True,2.0,5,60,,
2838,2838,4645696415,24418,4132,0,875,1,1,23000.0,True,1.0,5,1,,
2839,2839,4645728329,24418,9429,0,876,3,1,7000.0,True,3.0,5,8,,
2840,2840,4645754228,24418,5545,0,877,1,1,17000.0,True,1.0,5,116,,
2841,2841,4645772463,24418,5248,0,878,3,1,12000.0,True,3.0,5,45,,
2842,2842,4645806906,24418,3853,0,879,3,1,8000.0,True,3.0,5,47,,
2843,2843,4645849340,24418,8679,0,880,3,1,25000.0,True,3.0,5,53,,
2844,2844,4645893186,24418,6114,0,881,3,0,18000.0,True,0.0,5,167,,
2845,2845,4645915814,24418,4147,0,882,0,1,19000.0,True,0.0,5,123,,
2846,2846,4645930379,24418,4984,0,883,1,1,13000.0,True,1.0,5,85,,
2847,2847,4645967885,24418,8316,0,884,2,1,7000.0,True,2.0,5,73,,
2848,2848,4646011766,24418,6185,0,885,3,1,21000.0,True,3.0,5,58,,
2849,2849,4646034846,24418,4130,0,886,3,0,26000.0,True,2.0,5,47,,
2850,2850,4646091092,24418,5179,0,887,0,1,5000.0,True,0.0,5,173,,
2851,2851,4646113535,24418,8836,0,888,0,1,41000.0,True,0.0,5,53,,
2852,2852,4646144561,24418,3978,0,889,0,0,15000.0,True,2.0,5,52,,
2853,2853,4646281860,24418,28921,1,891,-1,-1,0.0,False,,5,,52.0,concept
2854,2854,4646295781,24418,5259,0,892,1,0,11000.0,True,0.0,5,52,,
2855,2855,4646308750,24418,3978,0,893,2,1,8000.0,True,2.0,5,52,,
2856,2856,4646338011,24418,8494,0,890,1,1,5000.0,True,1.0,5,108,,
2857,2857,4646355082,24418,3913,0,894,3,1,24000.0,True,3.0,5,96,,
2858,2858,4647332193,24418,354,0,895,3,1,9000.0,True,3.0,2,62 148 32 38 29,,
2859,2859,4647367466,24418,1172,0,896,0,1,16000.0,True,0.0,2,155 163 81 29,,
2860,2860,4647401663,24418,1142,0,897,0,0,17000.0,True,3.0,2,148 32 38 81,,
2861,2861,4647432157,24418,765,0,898,1,1,20000.0,True,1.0,2,143 141 92 102,,
2862,2862,4647460897,24418,936,0,899,0,1,14000.0,True,0.0,2,2 100 38 92,,
2863,2863,4647498293,24418,1204,0,900,3,1,17000.0,True,3.0,2,138 41 162 38 92,,
2864,2864,4647537649,24418,1187,0,901,1,0,16000.0,True,3.0,2,137 88 162 38 29,,
2865,2865,4647568357,24418,1164,0,903,3,1,17000.0,True,3.0,2,137 88 38 29,,
2866,2866,4647589228,24418,777,0,904,1,1,17000.0,True,1.0,2,137 88 38 92,,
2867,2867,4647613469,24418,1302,0,905,1,1,15000.0,True,1.0,2,137 88 92 102,,
2868,2868,4647636069,24418,280,0,906,3,1,18000.0,True,3.0,2,137 88 81 29,,
2869,2869,4647660278,24418,1187,0,907,3,1,17000.0,True,3.0,2,137 88 162 38 29,,
2870,2870,4647697546,24418,673,0,902,3,1,19000.0,True,3.0,2,62 90 100 38 81,,
2871,2871,4647744229,24418,1262,0,908,1,1,19000.0,True,1.0,2,143 71 81 29,,
2872,2872,4647789084,24418,812,0,909,3,0,18000.0,True,0.0,2,90 100 38 29,,
2873,2873,4647831376,24418,1089,0,910,1,1,16000.0,True,1.0,2,138 41 81 92,,
2874,2874,4647861548,24418,431,0,911,1,1,16000.0,True,1.0,2,143 141 38 102,,
2875,2875,4647899817,24418,562,0,912,1,1,15000.0,True,1.0,2,62 155 163 81 92,,
2876,2876,4647934670,24418,992,0,913,1,1,19000.0,True,1.0,2,62 138 41 38 81,,
2877,2877,4647971206,24418,1252,0,914,1,1,16000.0,True,1.0,2,17 56 29 102,,
2878,2878,4648008812,24418,656,0,915,1,1,15000.0,True,1.0,2,69 2 88 162 38 81,,
2879,2879,4648042669,24418,513,0,916,1,1,17000.0,True,1.0,2,143 176 38 92,,
2880,2880,4648083094,24418,1322,0,917,1,1,17000.0,True,1.0,2,143 71 38 102,,
2881,2881,4648134228,24418,600,0,918,3,1,14000.0,True,3.0,2,143 176 81 92,,
2882,2882,4648170047,24418,1299,0,919,0,1,20000.0,True,0.0,2,143 71 38 102,,
2883,2883,4648209834,24418,413,0,920,3,0,15000.0,True,1.0,2,62 155 119 38 102,,
2884,2884,4648306816,24418,21887,1,922,-1,-1,0.0,False,,2,,119.0,concept
2885,2885,4648342660,24418,1005,0,923,1,0,21000.0,True,3.0,2,155 119 162 38 92,,
2886,2886,4648402125,24418,277,0,921,3,0,17000.0,True,1.0,2,69 17 56 38 92,,
2887,2887,4648432233,24418,1325,0,925,3,1,18000.0,True,3.0,2,62 155 163 92 102,,
2888,2888,4648467472,24418,442,0,926,1,0,18000.0,True,3.0,2,143 20 38 29,,
2889,2889,4648509710,24418,424,0,927,1,0,17000.0,True,3.0,2,148 32 38 92,,
2890,2890,4648539135,24418,1085,0,929,0,1,20000.0,True,0.0,2,148 32 162 81 92,,
2891,2891,4648560442,24418,1142,0,930,3,1,14000.0,True,3.0,2,148 32 38 81,,
2892,2892,4648582357,24418,896,0,931,0,1,15000.0,True,0.0,2,62 148 32 81 92,,
2893,2893,4648605183,24418,1368,0,932,3,1,16000.0,True,3.0,2,148 32 81 92,,
2894,2894,4648629910,24418,424,0,933,3,1,17000.0,True,3.0,2,148 32 38 92,,
2895,2895,4648655006,24418,407,0,928,3,1,17000.0,True,3.0,2,90 119 92 102,,
2896,2896,4648677795,24418,413,0,924,1,1,17000.0,True,1.0,2,62 155 119 38 102,,
2897,2897,4648680593,24418,1219,0,934,1,1,9000.0,True,1.0,2,155 119 92 102,,
2898,2898,4648705714,24418,856,0,935,0,0,18000.0,True,1.0,2,90 100 162 92 102,,
2899,2899,4648735304,24418,321,0,937,0,1,19000.0,True,0.0,2,62 90 100 38 102,,
2900,2900,4648756370,24418,895,0,938,3,1,18000.0,True,3.0,2,90 100 81 92,,
2901,2901,4648770505,24418,856,0,939,1,1,15000.0,True,1.0,2,90 100 162 92 102,,
2902,2902,4648793474,24418,945,0,940,0,1,9000.0,True,0.0,2,100 148 38 81,,
2903,2903,4648812297,24418,812,0,941,0,1,17000.0,True,0.0,2,90 100 38 29,,
2904,2904,4648835322,24418,780,0,936,1,1,13000.0,True,1.0,2,137 88 92 102,,
2905,2905,4648869996,24418,199,0,942,0,0,16000.0,True,3.0,2,143 140 6 38 102,,
2906,2906,4648917508,24418,5694,1,943,-1,-1,0.0,False,,2,,140.0,concept
2907,2907,4648937955,24418,199,0,944,3,1,18000.0,True,3.0,2,143 140 6 38 102,,
2908,2908,4648965549,24418,877,0,945,1,0,16000.0,True,0.0,2,143 140 6 38 92,,
2909,2909,4649201824,24418,2017,0,946,1,0,16000.0,True,0.0,3,161 81 92,,
2910,2910,4649201824,24418,2015,0,946,0,0,16000.0,True,1.0,3,106 81 92,,
2911,2911,4649201824,24418,2016,0,946,0,0,16000.0,True,3.0,3,136 81 92,,
2912,2912,4649350328,24418,1880,0,947,0,1,25333.0,True,0.0,3,136 81 92,,
2913,2913,4649350328,24418,1881,0,947,1,0,25333.0,True,0.0,3,82 81 92,,
2914,2914,4649350328,24418,1882,0,947,3,1,25333.0,True,3.0,3,161 81 92,,
2915,2915,4649493361,24418,2247,0,948,2,1,24000.0,True,2.0,3,82 92 29,,
2916,2916,4649493361,24418,2246,0,948,0,1,24000.0,True,0.0,3,82 92 29,,
2917,2917,4649493361,24418,2245,0,948,3,1,24000.0,True,3.0,3,136 92 29,,
2918,2918,4649643767,24418,1518,0,949,0,0,23333.0,True,3.0,3,113 38 102,,
2919,2919,4649643767,24418,1517,0,949,0,1,23333.0,True,0.0,3,136 38 102,,
2920,2920,4649643767,24418,1519,0,949,2,1,23333.0,True,2.0,3,157 38 102,,
2921,2921,4649768145,24418,1687,0,950,2,1,25666.0,True,2.0,3,82 92 102,,
2922,2922,4649768145,24418,1686,0,950,0,1,25666.0,True,0.0,3,136 92 102,,
2923,2923,4649768145,24418,1685,0,950,1,1,25666.0,True,1.0,3,74 92 102,,
2924,2924,4649899693,24418,1718,0,951,1,0,24666.0,True,0.0,3,106 92 29,,
2925,2925,4649899693,24418,1719,0,951,2,0,24666.0,True,1.0,3,82 92 29,,
2926,2926,4649899693,24418,1720,0,951,3,1,24666.0,True,3.0,3,113 162 92 29,,
2927,2927,4650030022,24418,2462,0,952,0,0,25333.0,True,3.0,3,136 92 29,,
2928,2928,4650030022,24418,2463,0,952,0,1,25333.0,True,0.0,3,157 92 29,,
2929,2929,4650030022,24418,2461,0,952,3,1,25333.0,True,3.0,3,74 92 29,,
2930,2930,4650155196,24418,1477,0,953,1,1,23666.0,True,1.0,3,82 92 29,,
2931,2931,4650155196,24418,1475,0,953,0,0,23666.0,True,3.0,3,136 92 29,,
2932,2932,4650155196,24418,1476,0,953,2,0,23666.0,True,0.0,3,136 92 29,,
2933,2933,4650300694,24418,2123,0,954,2,0,26000.0,True,1.0,3,74 81 92,,
2934,2934,4650300694,24418,2124,0,954,0,1,26000.0,True,0.0,3,136 81 92,,
2935,2935,4650300694,24418,2125,0,954,2,1,26000.0,True,2.0,3,82 81 92,,
2936,2936,4650447412,24418,2383,0,955,1,0,27000.0,True,2.0,3,74 81 92,,
2937,2937,4650447412,24418,2384,0,955,1,0,27000.0,True,2.0,3,136 81 92,,
2938,2938,4650447412,24418,2385,0,955,1,1,27000.0,True,1.0,3,161 81 92,,
2939,2939,4650563140,24418,32736,1,956,-1,-1,0.0,False,,3,,82.0,concept
2940,2940,4650640668,24418,1718,0,957,0,1,25333.0,True,0.0,3,106 92 29,,
2941,2941,4650640668,24418,1719,0,957,1,1,25333.0,True,1.0,3,82 92 29,,
2942,2942,4650640668,24418,1720,0,957,3,1,25333.0,True,3.0,3,113 162 92 29,,
2943,2943,4650973128,24418,2198,0,958,2,1,23000.0,True,2.0,3,74 38 29,,
2944,2944,4650973128,24418,2197,0,958,1,1,23000.0,True,1.0,3,74 38 29,,
2945,2945,4650973128,24418,2199,0,958,2,0,23000.0,True,3.0,3,113 38 29,,
2946,2946,4651085483,24418,2008,0,959,1,1,26000.0,True,1.0,3,157 38 81,,
2947,2947,4651085483,24418,2007,0,959,1,0,26000.0,True,3.0,3,136 38 81,,
2948,2948,4651085483,24418,2006,0,959,2,0,26000.0,True,1.0,3,74 38 81,,
2949,2949,4651217001,24418,1620,0,960,2,1,25333.0,True,2.0,3,161 81 92,,
2950,2950,4651217001,24418,1619,0,960,1,0,25333.0,True,0.0,3,106 81 92,,
2951,2951,4651217001,24418,1621,0,960,1,0,25333.0,True,2.0,3,157 81 92,,
2952,2952,4651261996,24418,21168,1,962,-1,-1,0.0,False,,3,,106.0,concept
2953,2953,4651347462,24418,2017,0,963,0,1,26666.0,True,0.0,3,161 81 92,,
2954,2954,4651347462,24418,2015,0,963,1,1,26666.0,True,1.0,3,106 81 92,,
2955,2955,4651347462,24418,2016,0,963,3,1,26666.0,True,3.0,3,136 81 92,,
2956,2956,4651457440,24418,1963,0,961,3,1,25333.0,True,3.0,3,157 38 81,,
2957,2957,4651457440,24418,1962,0,961,0,1,25333.0,True,0.0,3,74 38 81,,
2958,2958,4651457440,24418,1961,0,961,3,0,25333.0,True,1.0,3,106 38 81,,
2959,2959,4651575840,24418,2043,0,964,0,1,23666.0,True,0.0,3,136 162 38 102,,
2960,2960,4651575840,24418,2044,0,964,2,0,23666.0,True,1.0,3,136 38 102,,
2961,2961,4651575840,24418,2042,0,964,1,1,23666.0,True,1.0,3,74 38 102,,
2962,2962,4651674791,24418,2129,0,965,3,1,22666.0,True,3.0,3,74 81 92,,
2963,2963,4651674791,24418,2130,0,965,0,1,22666.0,True,0.0,3,136 81 92,,
2964,2964,4651674791,24418,2131,0,965,3,1,22666.0,True,3.0,3,157 81 92,,
2965,2965,4651777654,24418,1416,0,966,3,1,23666.0,True,3.0,3,136 38 102,,
2966,2966,4651777654,24418,1417,0,966,2,1,23666.0,True,2.0,3,82 38 102,,
2967,2967,4651777654,24418,1415,0,966,1,1,23666.0,True,1.0,3,74 38 102,,
2968,2968,4744666959,24418,10668,0,967,2,1,26000.0,True,2.0,1,9 10 92,,
2969,2969,4744751179,24418,138,0,968,1,1,28000.0,True,1.0,1,131 101 92,,
2970,2970,4744792586,24418,7876,0,969,2,0,64000.0,True,3.0,1,10 94 92,,
2971,2971,4744832004,24418,7947,0,970,2,1,21000.0,True,2.0,1,131 111 92,,
2972,2972,4744870035,24418,10578,0,971,0,1,20000.0,True,0.0,1,131 5 102,,
2973,2973,4744909614,24418,7963,0,972,2,1,21000.0,True,2.0,1,131 93 38,,
2974,2974,4744960404,24418,120,0,973,3,1,23000.0,True,3.0,1,61 110 102,,
2975,2975,4745014102,24418,7886,0,974,0,1,22000.0,True,0.0,1,9 10 92,,
2976,2976,4745052309,24418,10554,0,975,1,1,25000.0,True,1.0,1,131 93 38,,
2977,2977,4745095443,24418,7864,0,976,0,1,20000.0,True,0.0,1,131 149 29,,
2978,2978,4745129461,24418,7965,0,977,0,1,25000.0,True,0.0,1,131 130 162 38,,
2979,2979,4745168252,24418,108,0,978,3,1,16000.0,True,3.0,1,131 104 92,,
2980,2980,4745207467,24418,10460,0,979,3,1,21000.0,True,3.0,1,131 36 29,,
2981,2981,4745256447,24418,7901,0,980,1,1,23000.0,True,1.0,1,131 130 92,,
2982,2982,4745290261,24418,7939,0,981,1,1,22000.0,True,1.0,1,131 130 92,,
2983,2983,4745325951,24418,35,0,982,0,1,8000.0,True,0.0,1,131 5 81,,
2984,2984,4745365069,24418,10463,0,983,1,1,19000.0,True,1.0,1,9 10 92,,
2985,2985,4745406839,24418,48,0,984,3,1,23000.0,True,3.0,1,9 10 162 92,,
2986,2986,4745460888,24418,7902,0,985,3,1,23000.0,True,3.0,1,131 101 29,,
2987,2987,4745497841,24418,7915,0,986,1,1,23000.0,True,1.0,1,10 94 38,,
2988,2988,4745534310,24418,10647,0,987,3,1,8000.0,True,3.0,1,10 94 38,,
2989,2989,4745580575,24418,164,0,988,1,0,20000.0,True,0.0,1,61 110 102,,
2990,2990,4745734423,24418,6030,0,989,3,0,22000.0,True,1.0,5,147,,
2991,2991,4745785582,24418,6072,0,990,0,1,28000.0,True,0.0,5,7,,
2992,2992,4745830722,24418,5009,0,991,1,1,20000.0,True,1.0,5,156,,
2993,2993,4745885585,24418,6280,0,992,2,0,27000.0,True,1.0,5,80,,
2994,2994,4745936336,24418,9370,0,993,0,1,34000.0,True,0.0,5,53,,
2995,2995,4745994262,24418,5012,0,994,1,1,27000.0,True,1.0,5,26,,
2996,2996,4746040068,24418,4141,0,995,1,0,34000.0,True,0.0,5,49,,
2997,2997,4746083791,24418,4005,0,996,1,0,27000.0,True,3.0,5,128,,
2998,2998,4746269053,24418,25401,1,998,-1,-1,0.0,False,,5,,128.0,concept
2999,2999,4746279837,24418,4005,0,999,3,1,25000.0,True,3.0,5,128,,
3000,3000,4746311751,24418,5168,0,1000,1,1,6000.0,True,1.0,5,128,,
3001,3001,4746346752,24418,9007,0,997,0,0,26000.0,True,3.0,5,1,,
3002,3002,4746407634,24418,4772,0,1001,1,0,21000.0,True,3.0,5,48,,
3003,3003,4746454220,24418,3892,0,1002,1,1,34000.0,True,1.0,5,1,,
3004,3004,4746479771,24418,4386,0,1003,1,1,20000.0,True,1.0,5,89,,
3005,3005,4746536838,24418,8793,0,1004,3,0,12000.0,True,2.0,5,55,,
3006,3006,4746582456,24418,4569,0,1005,1,1,39000.0,True,1.0,5,75,,
3007,3007,4746613699,24418,6369,0,1006,2,1,26000.0,True,2.0,5,166,,
3008,3008,4746629062,24418,3559,0,1007,1,0,22000.0,True,0.0,5,8,,
3009,3009,4746664857,24418,6211,0,1008,3,1,7000.0,True,3.0,5,8,,
3010,3010,4746683130,24418,6336,0,1009,0,1,28000.0,True,0.0,5,53,,
3011,3011,4746723512,24418,5166,0,1010,1,1,12000.0,True,1.0,5,64,,
3012,3012,4746772001,24418,3872,0,1011,2,1,30000.0,True,2.0,5,134,,
3013,3013,4746818717,24418,9748,0,1012,0,1,32000.0,True,0.0,5,1,,
3014,3014,4746860483,24418,5626,0,1013,2,0,31000.0,True,1.0,5,132,,
3015,3015,4746876643,24418,4357,0,1014,0,1,31000.0,True,0.0,5,89,,
3016,3016,4746896990,24418,3609,0,1015,0,1,8000.0,True,0.0,5,85,,
3017,3017,4746937505,24418,9361,0,1016,2,1,12000.0,True,2.0,5,73,,
3018,3018,4746970501,24418,4455,0,1017,3,0,29000.0,True,0.0,5,175,,
3019,3019,4747010142,24418,6329,0,1018,1,1,13000.0,True,1.0,5,53,,
3020,3020,4747062249,24418,5585,0,1019,2,0,22000.0,True,3.0,5,167,,
3021,3021,4747213068,24418,20080,1,1021,-1,-1,0.0,False,,5,,167.0,solving question
3022,3022,4747243163,24418,6117,0,1022,2,1,37000.0,True,2.0,5,167,,
3023,3023,4747251868,24418,5585,0,1023,3,1,25000.0,True,3.0,5,167,,
3024,3024,4747300041,24418,9037,0,1020,2,0,2000.0,True,1.0,5,156,,
3025,3025,4747327871,24418,5802,0,1024,0,1,29000.0,True,0.0,5,8,,
3026,3026,4747510353,24418,1007,0,1025,3,1,6000.0,True,3.0,2,129 143 30 38 92,,
3027,3027,4747539491,24418,230,0,1026,3,1,18000.0,True,3.0,2,143 176 29 102,,
3028,3028,4747570726,24418,531,0,1027,3,0,16000.0,True,0.0,2,143 71 38 29,,
3029,3029,4747606233,24418,480,0,1028,0,1,16000.0,True,0.0,2,62 155 119 38 29,,
3030,3030,4747655258,24418,720,0,1029,1,0,17000.0,True,3.0,2,155 119 162 38 102,,
3031,3031,4747699508,24418,889,0,1030,3,1,21000.0,True,3.0,2,129 143 176 38 81,,
3032,3032,4747736750,24418,1158,0,1031,0,0,18000.0,True,3.0,2,62 137 88 38 92,,
3033,3033,4747785401,24418,539,0,1032,3,0,19000.0,True,0.0,2,2 88 92 29,,
3034,3034,4747820715,24418,1302,0,1034,1,1,22000.0,True,1.0,2,137 88 92 102,,
3035,3035,4747848171,24418,1187,0,1035,3,1,11000.0,True,3.0,2,137 88 162 38 29,,
3036,3036,4747878355,24418,539,0,1036,0,1,16000.0,True,0.0,2,2 88 92 29,,
3037,3037,4747907589,24418,1158,0,1037,3,1,18000.0,True,3.0,2,62 137 88 38 92,,
3038,3038,4747937459,24418,1164,0,1038,3,1,17000.0,True,3.0,2,137 88 38 29,,
3039,3039,4747969729,24418,1380,0,1033,1,0,17000.0,True,0.0,2,2 107 81 92,,
3040,3040,4748000578,24418,1316,0,1039,1,1,22000.0,True,1.0,2,143 176 38 92,,
3041,3041,4748219594,24418,1014,0,1040,1,1,16000.0,True,1.0,2,137 88 38 102,,
3042,3042,4748254882,24418,468,0,1041,3,1,10000.0,True,3.0,2,2 107 162 81 29,,
3043,3043,4748278819,24418,376,0,1042,1,1,17000.0,True,1.0,2,62 90 100 38 102,,
3044,3044,4748317062,24418,198,0,1043,0,1,9000.0,True,0.0,2,143 176 92 29,,
3045,3045,4748354984,24418,1120,0,1044,3,0,22000.0,True,0.0,2,155 119 162 92 102,,
3046,3046,4748457315,24418,13942,1,1046,-1,-1,0.0,False,,2,,119.0,solving question
3047,3047,4748481131,24418,1120,0,1047,0,1,21000.0,True,0.0,2,155 119 162 92 102,,
3048,3048,4748516849,24418,413,0,1048,0,0,13000.0,True,1.0,2,62 155 119 38 102,,
3049,3049,4748547972,24418,894,0,1045,3,1,19000.0,True,3.0,2,137 88 81 92,,
3050,3050,4748588990,24418,1282,0,1049,1,0,17000.0,True,0.0,2,2 20 38 92,,
3051,3051,4748612043,24418,21152,1,1051,-1,-1,0.0,False,,2,,20.0,solving question
3052,3052,4748638958,24418,1180,0,1052,1,0,16000.0,True,0.0,2,143 20 38 29,,
3053,3053,4748674620,24418,442,0,1053,1,0,14000.0,True,3.0,2,143 20 38 29,,
3054,3054,4748711186,24418,824,0,1050,3,0,18000.0,True,0.0,2,17 56 81 92,,
3055,3055,4748761246,24418,1344,0,1055,0,0,16000.0,True,3.0,2,62 17 56 162 92 102,,
3056,3056,4748791749,24418,984,0,1056,0,1,20000.0,True,0.0,2,17 56 92 29,,
3057,3057,4748819994,24418,824,0,1057,0,1,15000.0,True,0.0,2,17 56 81 92,,
3058,3058,4748851023,24418,277,0,1058,1,1,15000.0,True,1.0,2,69 17 56 38 92,,
3059,3059,4748881059,24418,725,0,1059,1,1,19000.0,True,1.0,2,17 56 92 102,,
3060,3060,4748918156,24418,647,0,1054,1,0,17000.0,True,3.0,2,62 137 88 38 81,,
3061,3061,4748965925,24418,847,0,1060,3,0,18000.0,True,0.0,2,143 105 38 92,,
3062,3062,4750174830,24418,1667,0,1061,1,1,17000.0,True,1.0,3,106 162 92 29,,
3063,3063,4750174830,24418,1668,0,1061,3,1,17000.0,True,3.0,3,74 92 29,,
3064,3064,4750174830,24418,1669,0,1061,1,1,17000.0,True,1.0,3,82 92 29,,
3065,3065,4750318007,24418,2299,0,1062,1,1,19666.0,True,1.0,3,74 162 92 29,,
3066,3066,4750318007,24418,2300,0,1062,0,0,19666.0,True,2.0,3,136 92 29,,
3067,3067,4750318007,24418,2301,0,1062,1,0,19666.0,True,2.0,3,136 92 29,,
3068,3068,4750475322,24418,1474,0,1063,1,0,28666.0,True,0.0,3,82 38 29,,
3069,3069,4750475322,24418,1473,0,1063,0,1,28666.0,True,0.0,3,136 38 29,,
3070,3070,4750475322,24418,1472,0,1063,1,0,28666.0,True,0.0,3,136 38 29,,
3071,3071,4750637694,24418,1655,0,1064,3,1,26000.0,True,3.0,3,106 92 102,,
3072,3072,4750637694,24418,1656,0,1064,3,1,26000.0,True,3.0,3,74 92 102,,
3073,3073,4750637694,24418,1657,0,1064,2,1,26000.0,True,2.0,3,157 92 102,,
3074,3074,4750767645,24418,2150,0,1065,3,0,25000.0,True,1.0,3,136 38 102,,
3075,3075,4750767645,24418,2151,0,1065,1,1,25000.0,True,1.0,3,74 38 102,,
3076,3076,4750767645,24418,2152,0,1065,0,0,25000.0,True,2.0,3,82 38 102,,
3077,3077,4751002985,24418,9758,1,1067,-1,-1,0.0,False,,3,,136.0,concept
3078,3078,4751111488,24418,2300,0,1068,2,1,20666.0,True,2.0,3,136 92 29,,
3079,3079,4751111488,24418,2301,0,1068,2,1,20666.0,True,2.0,3,136 92 29,,
3080,3080,4751111488,24418,2299,0,1068,1,1,20666.0,True,1.0,3,74 162 92 29,,
3081,3081,4751243303,24418,1664,0,1066,1,1,23333.0,True,1.0,3,106 38 29,,
3082,3082,4751243303,24418,1666,0,1066,3,0,23333.0,True,2.0,3,157 38 29,,
3083,3083,4751243303,24418,1665,0,1066,0,1,23333.0,True,0.0,3,136 38 29,,
3084,3084,4751418440,24418,1425,0,1069,2,0,24333.0,True,1.0,3,136 38 29,,
3085,3085,4751418440,24418,1424,0,1069,0,1,24333.0,True,0.0,3,106 38 29,,
3086,3086,4751418440,24418,1426,0,1069,2,1,24333.0,True,2.0,3,136 38 29,,
3087,3087,4751597714,24418,1888,0,1070,1,0,26666.0,True,2.0,3,161 81 92,,
3088,3088,4751597714,24418,1886,0,1070,2,1,26666.0,True,2.0,3,74 81 92,,
3089,3089,4751597714,24418,1887,0,1070,1,1,26666.0,True,1.0,3,136 81 92,,
3090,3090,4752453592,24418,6561,0,1072,2,1,26666.0,True,2.0,6,64,,
3091,3091,4752453592,24418,6563,0,1072,0,0,26666.0,True,1.0,6,27,,
3092,3092,4752453592,24418,6564,0,1072,3,0,26666.0,True,0.0,6,96,,
3093,3093,4752453592,24418,6562,0,1072,1,1,26666.0,True,1.0,6,73,,
3094,3094,4752642544,24418,6903,0,1073,1,1,41750.0,True,1.0,6,132 162,,
3095,3095,4752642544,24418,6901,0,1073,2,1,41750.0,True,2.0,6,7 162,,
3096,3096,4752642544,24418,6902,0,1073,3,1,41750.0,True,3.0,6,27 162,,
3097,3097,4752642544,24418,6900,0,1073,3,1,41750.0,True,3.0,6,53 162,,
3098,3098,4752800236,24418,6849,0,1075,3,1,29750.0,True,3.0,6,1,,
3099,3099,4752800236,24418,6850,0,1075,0,1,29750.0,True,0.0,6,128,,
3100,3100,4752800236,24418,6851,0,1075,3,1,29750.0,True,3.0,6,79,,
3101,3101,4752800236,24418,6852,0,1075,3,0,29750.0,True,1.0,6,27,,
3102,3102,4828913743,24418,4667,0,1076,2,1,26250.0,True,2.0,5,174,,
3103,3103,4828959565,24418,5328,0,1077,2,1,25000.0,True,2.0,5,166,,
3104,3104,4829027417,24418,8971,0,1078,3,0,17000.0,True,2.0,5,73,,
3105,3105,4829091874,24418,6251,0,1079,3,1,41000.0,True,3.0,5,159,,
3106,3106,4829145292,24418,5833,0,1080,3,1,36000.0,True,3.0,5,147,,
3107,3107,4829196295,24418,4798,0,1081,2,0,39000.0,True,3.0,5,79,,
3108,3108,4829257054,24418,8436,0,1082,0,0,33000.0,True,3.0,5,53,,
3109,3109,4829335607,24418,4836,0,1083,1,1,29000.0,True,1.0,5,175,,
3110,3110,4829421241,24418,5350,0,1084,0,0,38000.0,True,2.0,5,179,,
3111,3111,4829479578,24418,9720,0,1085,1,1,48000.0,True,1.0,5,55,,
3112,3112,4829512922,24418,3786,0,1086,3,1,32000.0,True,3.0,5,60,,
3113,3113,4829556643,24418,4496,0,1087,1,0,17000.0,True,0.0,5,78,,
3114,3114,4829618642,24418,4257,0,1088,0,0,13000.0,True,3.0,5,151,,
3115,3115,4829869343,24418,12472,1,1090,-1,-1,0.0,False,,5,,151.0,concept
3116,3116,4829905738,24418,4725,0,1091,0,1,16000.0,True,0.0,5,151,,
3117,3117,4829927153,24418,4807,0,1092,2,1,24000.0,True,2.0,5,151,,
3118,3118,4829953172,24418,4974,0,1089,0,1,6000.0,True,0.0,5,55,,
3119,3119,4830020948,24418,8191,0,1093,2,0,17000.0,True,0.0,5,1,,
3120,3120,4830088937,24418,3855,0,1094,3,1,34000.0,True,3.0,5,47,,
